"","Herbarium","Accession","Genus","Phenology","DOY","elev.true","Latitude","Longitude","SpringTemp.Modern","SpringTemp.Historic","SpringPrec.Modern","SpringPrec.Historic","Anomaly","PPT.Anomaly","Year.Collected","Month.Collected","spec.epithet"
"23","ID","184075","Clintonia","FLOWER",181,1043,48.86204,-116.0945,10.5,9.03333333333333,155,205,1.46666666666667,-50,2019,6,"uniflora"
"24","ID","180105","Clintonia","FLOWER",196,1583,48.43369,-116.666,7.36666666666667,6.16666666666667,221,247,1.2,-26,2019,7,"uniflora"
"25","WTU","427686","Clintonia","FLOWER",143,591,48.81885,-118.2164,13.0333333333333,11.9333333333333,143,125,1.1,18,2019,5,"uniflora"
"26","SRP","73199","Clintonia","FLOWER",179,983,48.97109,-116.1435,11.1333333333333,9.6,124,173,1.53333333333333,-49,2019,6,"uniflora"
"27","SRP","73200","Clintonia","FLOWER",181,1043,48.86204,-116.0945,10.5,9.03333333333333,155,205,1.46666666666667,-50,2019,6,"uniflora"
"28","SRP","73201","Clintonia","FLOWER",180,1246,48.54068,-116.221,9.23333333333333,7.9,222,282,1.33333333333333,-60,2019,6,"uniflora"
"29","SRP","73202","Clintonia","FLOWER",180,1378,48.93678,-116.1049,8.9,7.33333333333333,154,214,1.56666666666667,-60,2019,6,"uniflora"
"30","WTU","428567","Clintonia","FLOWER",166,1128,48.53614,-119.8823,9.7,8.13333333333333,131,128,1.56666666666667,3,2019,6,"uniflora"
"31","ID","175531","Clintonia","FLOWER",169,1762,44.78275,-115.8686,8.5,6.53333333333333,235,237,1.96666666666667,-2,2018,6,"uniflora"
"32","SRP","66800","Clintonia","FLOWER",192,1903,44.99028,-115.9593,7.1,5.16666666666667,306,296,1.93333333333333,10,2018,7,"uniflora"
"33","SRP","66861","Clintonia","FLOWER",193,1723,44.92263,-115.9323,8.43333333333333,6.46666666666667,245,241,1.96666666666667,4,2018,7,"uniflora"
"34","IDS","2019.005","Clintonia","FLOWER",193,1667,44.92263,-115.9323,8.66666666666667,6.73333333333333,240,236,1.93333333333333,4,2018,7,"uniflora"
"35","WTU","423392","Clintonia","FLOWER",194,1877,44.93219,-118.2869,7.23333333333333,5.96666666666667,206,161,1.26666666666667,45,2018,7,"uniflora"
"36","SRP","71404","Clintonia","FLOWER",164,1877,44.93219,-118.2869,7.23333333333333,5.96666666666667,206,161,1.26666666666667,45,2018,6,"uniflora"
"37","ID","173984","Clintonia","FLOWER",186,1748,44.93396,-115.9165,7.6,6.4,229,248,1.2,-19,2017,7,"uniflora"
"38","ID","174104","Clintonia","FLOWER",141,638,48.29225,-116.5541,13.9666666666667,11.5333333333333,138,174,2.43333333333334,-36,2016,5,"uniflora"
"39","WTU","418523","Clintonia","FLOWER",190,1552,47.94377,-116.0073,9.06666666666667,6.6,229,294,2.46666666666667,-65,2016,7,"uniflora"
"40","SRP","64104","Clintonia","FLOWER",190,1552,47.94377,-116.0073,9.06666666666667,6.6,229,294,2.46666666666667,-65,2016,7,"uniflora"
"41","SRP","64105","Clintonia","FLOWER",191,884,47.68487,-115.8769,12.3333333333333,9.86666666666667,156,194,2.46666666666667,-38,2016,7,"uniflora"
"42","ID","192382","Clintonia","FLOWER",155,854,46.9835,-116.8214,12.7666666666667,10.6,142,158,2.16666666666667,-16,2016,6,"uniflora"
"43","UBC","V96742","Clintonia","FLOWER",163,732,51.9,-120,9.16666666666667,9.6,182,145,-0.433333333333334,37,1962,6,"uniflora"
"44","MONTU","13378","Clintonia","FLOWER",184,1433,46.942161,-112.905883,8.3,8.26666666666667,68,139,0.0333333333333332,-71,1924,7,"uniflora"
"45","MONTU","97534","Clintonia","FLOWER",203,1600,48.2715,-113.3678,6.46666666666667,6.26666666666667,274,263,0.199999999999999,11,1970,7,"uniflora"
"46","MONTU","71176","Clintonia","FLOWER",198,1494,47.885779,-113.560922,7.13333333333333,7.03333333333333,203,309,0.0999999999999988,-106,1972,7,"uniflora"
"47","MONTU","50425","Clintonia","FLOWER",216,1480,47.189933,-113.706202,6.3,8.16666666666667,171,215,-1.86666666666667,-44,1950,8,"uniflora"
"48","MONTU","21442","Clintonia","FLOWER",212,1677,48.825256,-113.732892,4.26666666666667,4.3,414,375,-0.0333333333333332,39,1933,7,"uniflora"
"49","MONTU","130821","Clintonia","FLOWER",168,1098,47.579,-113.7419,10.5333333333333,9.96666666666667,159,150,0.566666666666666,9,1994,6,"uniflora"
"50","MONTU","93628","Clintonia","FLOWER",186,1098,47.6078,-113.7419,9,10.0333333333333,123,152,-1.03333333333333,-29,1982,7,"uniflora"
"51","MONTU","93613","Clintonia","FLOWER",194,976,47.6656,-113.7419,9.36666666666667,10.5,109,139,-1.13333333333333,-30,1982,7,"uniflora"
"52","MONTU","86309","Clintonia","FLOWER",177,976,47.929115,-113.844821,11.4,10.6666666666667,173,167,0.733333333333334,6,1961,6,"uniflora"
"53","ID","105695","Clintonia","FLOWER",152,960,47.9433,-113.8459,12,10.6666666666667,177,168,1.33333333333333,9,1992,5,"uniflora"
"54","MONTU","21443","Clintonia","FLOWER",196,1372,46.695758,-113.864824,8,8.66666666666667,169,181,-0.666666666666666,-12,1933,7,"uniflora"
"55","MONTU","80089","Clintonia","FLOWER",187,1325,47.7233,-113.8914,6.36666666666667,8.7,250,232,-2.33333333333333,18,1975,7,"uniflora"
"56","MONTU","80089","Clintonia","FLOWER",187,1325,47.7233,-113.8914,6.36666666666667,8.7,250,232,-2.33333333333333,18,1975,7,"uniflora"
"57","MONTU","80089","Clintonia","FLOWER",187,1325,47.7233,-113.8914,6.36666666666667,8.7,250,232,-2.33333333333333,18,1975,7,"uniflora"
"58","MONTU","80089","Clintonia","FLOWER",187,1325,47.7233,-113.8914,6.36666666666667,8.7,250,232,-2.33333333333333,18,1975,7,"uniflora"
"59","MONTU","80089","Clintonia","FLOWER",187,1325,47.7233,-113.8914,6.36666666666667,8.7,250,232,-2.33333333333333,18,1975,7,"uniflora"
"60","MONTU","80089","Clintonia","FLOWER",187,1325,47.7233,-113.8914,6.36666666666667,8.7,250,232,-2.33333333333333,18,1975,7,"uniflora"
"61","MONTU","80089","Clintonia","FLOWER",187,1325,47.7233,-113.8914,6.36666666666667,8.7,250,232,-2.33333333333333,18,1975,7,"uniflora"
"62","MONTU","80089","Clintonia","FLOWER",187,1325,47.7233,-113.8914,6.36666666666667,8.7,250,232,-2.33333333333333,18,1975,7,"uniflora"
"63","MONT","28551","Clintonia","FLOWER",186,970,48.578145,-113.921642,8.76666666666667,9.66666666666667,333,183,-0.9,150,1942,7,"uniflora"
"64","MONTU","36072","Clintonia","FLOWER",172,1220,47.811055,-113.925103,9.06666666666667,9.23333333333333,396,218,-0.166666666666664,178,1948,6,"uniflora"
"65","MONTU","1805","Clintonia","FLOWER",169,1000,47.319099,-113.93149,8.26666666666667,9.16666666666667,276,204,-0.899999999999999,72,1901,6,"uniflora"
"66","MONTU","47927","Clintonia","FLOWER",181,940,48.569135,-113.93623,8.7,9.7,199,175,-1,24,1943,6,"uniflora"
"67","MONTU","15067","Clintonia","FLOWER",182,1100,47.421322,-113.976493,9.26666666666667,9.43333333333333,166,206,-0.166666666666666,-40,1922,7,"uniflora"
"68","MONT","57280","Clintonia","FLOWER",171,1100,48.341578,-113.998889,8.33333333333333,8.86666666666667,164,196,-0.533333333333333,-32,1960,6,"uniflora"
"69","MONTU","33420","Clintonia","FLOWER",186,1270,48.418021,-114.046231,8.43333333333333,8.53333333333333,206,225,-0.0999999999999996,-19,1937,7,"uniflora"
"70","MONTU","45970","Clintonia","FLOWER",184,890,48.001617,-114.050388,10.8666666666667,11.0333333333333,287,155,-0.166666666666666,132,1948,7,"uniflora"
"71","MONTU","33509","Clintonia","FLOWER",168,1050,46.790757,-114.091222,9.73333333333333,10.8,88,119,-1.06666666666666,-31,1935,6,"uniflora"
"72","MONT","64287","Clintonia","FLOWER",185,1159,46.5792,-114.1408,9.36666666666667,10.2333333333333,133,117,-0.866666666666665,16,1967,7,"uniflora"
"73","MONT","26629","Clintonia","FLOWER",165,1067,47.913143,-114.171762,0.866666666666667,0.933333333333334,134,178,-0.066666666666667,-44,1937,6,"uniflora"
"74","MONTU","20083","Clintonia","FLOWER",185,1372,46.765201,-114.267614,7.7,8.46666666666667,211,180,-0.766666666666667,31,1923,7,"uniflora"
"75","MONTU","88831","Clintonia","FLOWER",170,1090,48.782749,-114.279859,8.56666666666667,8.8,150,136,-0.233333333333333,14,1947,6,"uniflora"
"76","MONTU","97535","Clintonia","FLOWER",189,1210,46.8407,-114.4295,8.26666666666667,8.96666666666667,163,149,-0.699999999999999,14,1967,7,"uniflora"
"77","MONTU","123259","Clintonia","FLOWER",181,1311,47.202149,-114.611236,8.16666666666667,8.6,232,179,-0.433333333333334,53,1996,6,"uniflora"
"78","SRP","31015","Clintonia","FLOWER",189,1701,46.658167,-114.958567,6.33333333333333,6.53333333333333,423,319,-0.200000000000001,104,2005,7,"uniflora"
"79","UBC","V221243","Clintonia","FLOWER",188,1082,49.591999,-114.9657734,7.23333333333333,7.4,146,188,-0.166666666666666,-42,1976,7,"uniflora"
"80","ID","133982","Clintonia","FLOWER",151,558,46.044367,-115.283667,11.9333333333333,12,311,234,-0.0666666666666682,77,2005,5,"uniflora"
"81","WTU","303006","Clintonia","FLOWER",154,540,46.053515,-115.309684,11.6,12.2,276,230,-0.599999999999998,46,1954,6,"uniflora"
"82","MONTU","97531","Clintonia","FLOWER",193,1670,48.9412,-115.3378,5.56666666666667,5.8,278,260,-0.233333333333333,18,1971,7,"uniflora"
"83","MONTU","119865","Clintonia","FLOWER",189,1000,48.0742,-115.3869,8.76666666666667,9.26666666666667,106,146,-0.500000000000002,-40,1976,7,"uniflora"
"84","ID","157375","Clintonia","FLOWER",154,533,46.230706,-115.416606,12.2666666666667,11.7,203,230,0.566666666666665,-27,2009,6,"uniflora"
"85","ID","135486","Clintonia","FLOWER",166,1004,47.172167,-115.419,8.66666666666667,8.8,303,237,-0.133333333333333,66,2005,6,"uniflora"
"86","ID","129679","Clintonia","FLOWER",176,762,46.891944,-115.596389,11.0333333333333,10.8333333333333,191,216,0.199999999999999,-25,2003,6,"uniflora"
"87","ID","136617","Clintonia","FLOWER",152,669,46.121,-115.610117,11.9,11.9333333333333,322,248,-0.0333333333333332,74,2005,6,"uniflora"
"88","ID","157244","Clintonia","FLOWER",189,1662,47.038572,-115.640964,7.76666666666667,7.46666666666667,253,251,0.300000000000001,2,2009,7,"uniflora"
"89","ID","170613","Clintonia","FLOWER",170,1500,45.998039,-115.652675,9.96666666666667,7.7,192,305,2.26666666666667,-113,2015,6,"uniflora"
"90","ID","133581","Clintonia","FLOWER",159,1535,47.235417,-115.652917,7.76666666666667,7.2,309,268,0.566666666666666,41,2004,6,"uniflora"
"91","WTU","141984","Clintonia","FLOWER",167,450,46.144153,-115.657411,10.7666666666667,12.1333333333333,282,244,-1.36666666666667,38,1950,6,"uniflora"
"92","SRP","13992","Clintonia","FLOWER",176,1616,44.566667,-115.683333,8.43333333333333,6.86666666666667,142,178,1.56666666666666,-36,1994,6,"uniflora"
"93","ID","170633","Clintonia","FLOWER",171,1416,46.08162,-115.68935,10.8,8.5,185,293,2.3,-108,2015,6,"uniflora"
"94","ID","128574","Clintonia","FLOWER",162,762,47.221983,-115.71505,10.4333333333333,10.3,186,203,0.133333333333335,-17,2003,6,"uniflora"
"95","ID","100545","Clintonia","FLOWER",166,854,48.7093,-115.7433,10.0333333333333,9.3,177,187,0.733333333333334,-10,1989,6,"uniflora"
"96","ID","128579","Clintonia","FLOWER",162,823,47.334933,-115.75695,10.0666666666667,9.96666666666667,191,206,0.0999999999999996,-15,2003,6,"uniflora"
"97","ID","143732","Clintonia","FLOWER",177,1450,47.444944,-115.760883,7.93333333333333,7.06666666666667,195,261,0.866666666666666,-66,2007,6,"uniflora"
"98","WTU","118434","Clintonia","FLOWER",173,976,46.63,-115.80833,9.96666666666667,9.63333333333333,230,216,0.333333333333334,14,1947,6,"uniflora"
"99","ID","170164","Clintonia","FLOWER",185,1763,44.78139,-115.87159,7.43333333333333,6.7,197,237,0.733333333333333,-40,2014,7,"uniflora"
"100","WTU","9397JWT","Clintonia","FLOWER",152,530,45.481973,-115.931284,14.8666666666667,12.8,161,183,2.06666666666666,-22,1936,5,"uniflora"
"101","UBC","V107494","Clintonia","FLOWER",189,890,49.8,-115.95,11.2,10.9333333333333,75,128,0.266666666666666,-53,1944,7,"uniflora"
"102","ID","141460","Clintonia","FLOWER",174,1220,48.976447,-116.059918,9.13333333333333,7.9,181,197,1.23333333333334,-16,1986,6,"uniflora"
"103","RM",NA,"Clintonia","FLOWER",167,1524,44.9554,-116.0758,9.03333333333333,7.83333333333333,148,197,1.2,-49,2000,6,"uniflora"
"104","SRP","42610","Clintonia","FLOWER",172,961,47.76025,-116.106222,10.1,9,343,252,1.1,91,2006,6,"uniflora"
"105","ID","128991","Clintonia","FLOWER",191,860,46.5483,-116.1098,10.8333333333333,11.1666666666667,201,208,-0.333333333333332,-7,2002,7,"uniflora"
"106","ID","126644","Clintonia","FLOWER",153,686,47.287183,-116.122733,11.5666666666667,11.5,134,142,0.0666666666666682,-8,2003,6,"uniflora"
"107","ID","118905","Clintonia","FLOWER",203,1311,46.8548,-116.2381,8.06666666666667,8.53333333333333,405,230,-0.466666666666667,175,1996,7,"uniflora"
"108","ID","132359","Clintonia","FLOWER",170,899,46.954233,-116.312233,10.5,9.7,238,192,0.799999999999999,46,2004,6,"uniflora"
"109","ID","67101","Clintonia","FLOWER",182,823,48.2894,-116.3199,10.6333333333333,10.7,109,189,-0.0666666666666664,-80,1973,7,"uniflora"
"110","ID","143166","Clintonia","FLOWER",164,930,47.334167,-116.377,11.1,10.3666666666667,137,189,0.733333333333333,-52,2007,6,"uniflora"
"111","RM",NA,"Clintonia","FLOWER",182,1387,45.1584,-116.3816,8.43333333333333,9.5,157,177,-1.06666666666667,-20,1999,7,"uniflora"
